mod	decision	link	motif	milestone	detail	ratified	ratify_note
createlowheated	CUT	createlowheated M-04 basic_burner crush-back	M-04		motif M-04 | reason: REJECT; the basic_burner is a single-block installed device, not a deco block; crushing it back is a trivial drop-recovery, not a weave.	CUT	
createlowheated	CUT	createlowheated M-16/M-22 seasonal/lunar heat-tier forcing	M-16		motif M-16/M-22 | reason: REJECT (opus); forcing a celestial input onto a heat tier would be contrived; the burner's pressure is emergent, not event-gated.	CUT	
createlowheated	CUT	createlowheated fuel demand → smokeleaf generator biomass (M-12)	M-12		motif M-12 | reason: REJECT; smokeleaf generator produces FE, not solid fuel; category error.	CUT	
createmechanicalcompanion	KEEP	mechanical wolf modules→create M-06	M-06	v0.7.0	motif M-06 | delivery: recipe (create:sequenced_assembly — derpack:incomplete_mechanical_wolf_motherboard chain; netherite plates + quantum_drive as keystone parts) | milestone: v0.7.0 | the mechanical wolf is the pack's flagship Create endgame personal build; a sequenced-assembly chain through incomplete_* parts makes it a real Create milestone	DROPPED	singleton REJECT: M-06 prestige inflation — optical_sensor already rides sandpaper_polishing; M-15/M-29 KEEPs stand
createmechanicalcompanion	KEEP	mechanical_wolf_link→survival M-15	M-15	v0.9.0	motif M-15 | delivery: loot-seed (boss loot table — e.g. Cataclysm-tier boss drop gates the final quantum_drive/motherboard assembly step) | milestone: v0.7.0 | the wolf's "brain" is gated behind a boss drop — the companion's peak capability is the pack's boss-route on-ramp	KEEP	rehomed v0.7.0->v0.9.0
createmechanicalcompanion	KEEP	quantum_drive/optical_sensor→magic M-29	M-29	v0.11.0	motif M-29 | delivery: recipe (KubeJS — gate the quantum_drive or optical_sensor behind an Occultism spirit-infused sub-part or Ars imbuement step, forcing trade between Create specialist and magic specialist) | milestone: v0.11.0 | the wolf's clockwork brain needs an arcane timing crystal the smithy cannot forge — the Create builder must trade with the occultist	KEEP	
createmechanicalcompanion	MERGE	mechanical wolf modules M-15 (3× + 2× Opus mixed)	M-15		into: mechanical_wolf_link→survival M-15 | reason: same boss-key gate on the wolf; prefer the 5× ACCEPT phrasing (wolf-link / quantum_drive boss gate); consolidate	MERGE	
createmechanicalcompanion	MERGE	booster_rocket→aeronautics M-24 (3× + 1×)	M-24		into: mechanical_wolf_link→survival M-15 note | reason: booster_rocket is a wolf-companion module, not a loose propulsion component; REJECT majority confirms it's not a viable Aeronautics drivetrain input; fold as rejected note	MERGE	
createmechanicalcompanion	MERGE	quantum_drive M-29 cross-route (multiple 1× ACCEPT rows)	M-29		into: quantum_drive/optical_sensor→magic M-29 | reason: all express the same cross-route: Create wolf-builder needs a magic-route input; consolidate under single KEEP	MERGE	
createmechanicalcompanion	MERGE	optical_sensor M-17 FE-charging (2×)	M-17		into: mechanical wolf modules→create M-06 | reason: FE-charging of the optical_sensor is a step within the Create assembly chain, not a separate anchor; incorporate as a delivery note (create_new_age:energising as a step in the sequenced chain)	MERGE	
createmechanicalcompanion	MERGE	mechanical wolf service M-33 (3× 1A rows)	M-33		into: quantum_drive/optical_sensor→magic M-29 | reason: M-33 (service-for-hire wolf-building) is valid flavor but doesn't add a distinct anchor — the cross-route dependency already forces specialist trade; collapse as a delivery note	MERGE	
createmechanicalcompanion	CUT	quantum_drive/optical_sensor→magic M-10 (6× REJECT dominant)	M-10		motif M-10 | reason: clockwork precision parts through arcane imbuement is a tone clash; REJECT majority; mechanical-vs-arcane conflict	CUT	
createmechanicalcompanion	CUT	illager_engineer→economy M-08 (1× blueprint painting)	M-08		motif M-08 | reason: seeding a blueprint that mints to coin is the ambient economy endpoint; M-09-style reasoning; no demand-gate	CUT	
createmechanicalcompanion	CUT	illager_engineer→magic M-02 (1× + 1×)	M-02		motif M-02 | reason: the illager_engineer has no thematic magic identity; seeding arcane reagents in a tech-workshop mob dilutes both; no hook	CUT	
createmechanicalcompanion	CUT	mechanical_wolf_link→magic M-11 (1×)	M-11		motif M-11 | reason: tone clash — a clockwork wolf soul-fused via spirit_fire is lore-incoherent; spirit_fire transmutes organic materials	CUT	
createmechanicalcompanion	CUT	mechanical_wolf_link→magic M-18 (1×)	M-18		motif M-18 | reason: spirit_trade acquires scarce materials; the wolf-link is a craftable, not a dimension-sourced rare; mis-motif	CUT	
createmechanicalcompanion	CUT	mob_radar→magic M-19 (1×)	M-19		motif M-19 | reason: haunting a radar into a soul vessel is tonal stretch; no natural method surface	CUT	
createmechanicalcompanion	CUT	endgame modules M-37 MineColonies research (1×)	M-37		motif M-37 | reason: MineColonies research gating the most advanced wolf modules is plausible but the mod isn't a colony mod; no existing research tree; author-new content risk; single pass	CUT	
createmechanicalcompanion	CUT	booster_rocket→aeronautics M-24 all aeronautics rows	M-24		motif M-24 | reason: the booster_rocket is a wolf-companion module; REJECT majority; no structural propulsion surface	CUT	
createmechanicalcompanion	CUT	mechanical_wolf→economy M-34 (1×)	M-34		motif M-34 | reason: the wolf is owner-locked personal companion, not a tradeable combat-route supply good; M-34 requires the fighter to supply goods to other players	CUT	
createmechanicalcompanion	CUT	quantum_drive M-06 (2× already-inbound)	M-06		motif M-06 | reason: already captured in the M-06 KEEP above; these are duplicates	CUT	
createmechanicalcompanion	CUT	illager_engineer loot M-15 (1×)	M-15		motif M-15 | reason: the illager_engineer is a non-boss mob with no signature material; M-15 requires a boss entity; mis-applied	CUT	
createmechanicalcompanion	CUT	optical_sensor M-20 deploy-application (1×)	M-20		motif M-20 | reason: the wolf is endgame flagship gear; M-20 (light single-step sibling of M-06) is not appropriate for the deepest companion chain — already captured in M-06 KEEP	CUT	
createmechanicalcompanion	CUT	wolf modules bare sell / ambient economy (multiple)			motif various | reason: retired-economy / ambient endpoint; not demand-gating weaves	CUT	
createmechanicalcompanion	CUT	Illager Workshop magic M-02 loot-seed (1×)	M-02		motif M-02 | reason: seeding a magic reagent into a tech-workshop structure is a tone clash; the engineer loot context is already cut above	CUT	
createmetalwork	KEEP	createmetalwork processed metals→numismatics mint (M-08, times=24+8 opus+4+2+1)	M-08	v0.13.0	motif M-08 | delivery: recipe (player presses refined molten output of scarce regional ores into Numismatics coin) | milestone: v0.9.0 | why "of course": the foundry's melt-and-cast pipeline is the highest-yield ore path; refining regional scarce metals through it and minting coin is the pack's economic spine; highest-times row with strong ACCEPT and opus corroboration	REMOVED	mod removed from pack: v0.7.0 thunderdome cut (3 KEEPs; steel/mint clusters survive on remaining members)
createmetalwork	KEEP	createmetalwork:molten_steel→aeronautics airframe/hull (M-23, times=8+8+5+7 ACCEPT)	M-23	v0.13.0	motif M-23 | delivery: recipe (molten steel poured into hull plates is a required ingredient in Aeronautics airframe/hull blocks) | milestone: v0.9.0 | why "of course": poured steel is the obvious hull material for Aeronautics airframes; the foundry output flows directly into the shipyard; strong ACCEPT consensus, opus-corroborated	REMOVED	mod removed from pack: v0.7.0 thunderdome cut (3 KEEPs; steel/mint clusters survive on remaining members)
createmetalwork	KEEP	createmetalwork crushed magic-mod ores (occultism/galosphere)→create:crushing ore-doubling M-03 (times=7+6+4+3+3)	M-03	v0.11.0	motif M-03 | delivery: recipe (magic-mod ores — palladium c:tag, occultism metals — route through createmetalwork's crush+melt pipeline for ore-doubling reward) | milestone: v0.11.0 | why "of course": the magic metals pass through the same foundry as iron — the ore-doubling reward extends to arcane reagent feedstocks; ⚠ palladium/silver gotcha applies (galosphere:silver_ingot is tagged c:ingots/palladium — never unify as silver)	REMOVED	mod removed from pack: v0.7.0 thunderdome cut (3 KEEPs; steel/mint clusters survive on remaining members)
createmetalwork	CUT	createmetalwork:molten_<metal>→tfmg:casting (blank, times=2 REJECT)			motif blank | reason: routing molten fluids into TFMG casting is Create-internal; both are Create-spine mods; no second pillar gained; all-REJECT	CUT	
createmetalwork	CUT	crushed andesite alloy→create:mixing (M-03, times=2 REJECT)	M-03		motif M-03 | reason: already the mod's core function inside the Create spine; the existing anchor, not a new one; all-REJECT	CUT	
createmetalwork	CUT	createmetalwork:molten_brass→aeronautics control-surface fitting M-24 (times=3 REJECT)	M-24		motif M-24 | reason: brass is already a first-class Create material; routing molten brass specifically into Aeronautics drivetrain is a motif stretch (M-24 is mechanical components → propulsion/control, not molten material); REJECT majority	CUT	
createmetalwork	CUT	crushed palladium→ars_nouveau:imbuement or occultism:spirit_fire M-10 (times=4 REJECT)	M-10		motif M-10 | reason: ⚠ reagent-ownership conflict risk — galosphere:silver_ingot is actually PALLADIUM (CLAUDE.md gotcha); any weave touching galosphere silver as silver would silently merge palladium into silver; CUT on safety grounds; REJECT majority	CUT	
createmetalwork	CUT	createmetalwork:molten_netherite/steel→create:sequenced_assembly M-06 (times=1+1 REJECT)	M-06		motif M-06 | reason: createmetalwork is already in the Create pillar; adding an intra-Create weave doesn't add a 2nd pillar; M-06 is for endgame keystones, not foundry intermediates	CUT	
createmetalwork	CUT	crushed metal→occultism:spirit_fire M-11 (times=2 REJECT)	M-11		motif M-11 | reason: spirit_fire works on organic/soul items, not crushed metal; thematic mismatch; all-REJECT	CUT	
createmetalwork	CUT	c:crushed_raw_materials/*→GTMOGS regional scarcity M-30 (opus, times=1 ACCEPT)	M-30		motif M-30 | reason: M-30 is specifically about ore-gen regional locking creating trade pressure; createmetalwork's yield bonus on scarce metals is already captured by the M-08 coin-minting KEEP (scarce ore → foundry → coin); adding M-30 as a fourth anchor is gilding	CUT	
createmetalwork	CUT	createmetalwork molten metals→create:sequenced_assembly M-23 aeronautics (times=1 ACCEPT)	M-23		motif M-23 | reason: duplicate-of kept M-23 aeronautics KEEP; fold into implementation	CUT	
createmetalwork	CUT	createmetalwork:crushed_andesite→create:crushing M-04 (times=1 REJECT)	M-04		motif M-04 | reason: crushed andesite is already an internal Create byproduct; M-04 on a process byproduct adds loop noise; REJECT	CUT	
createmetalwork	CUT	createmetalwork byproduct→create:crushing XP (M-32, times=2 REJECT)	M-32		motif M-32 | reason: XP nugget byproduct is already the standard create:crushing pattern (M-03/M-04); redundant	CUT	
createmetalwork	CUT	magic-mod metal→KubeJS cross-route recipe requiring cast form M-29 (times=1 ACCEPT)	M-29	v0.11.0	motif M-29 | reason: interesting cross-route dependency (ritual requires cast silver not raw ore) but motif M-29 requires a specific recipe forcing two specialists to trade; the ore-doubling M-03 KEEP already captures the magic-metal pipeline; a dedicated cross-route recipe is an implementation choice for v0.11.0, not a separate fourth anchor	CUT	
createmetalwork	CUT	createmetalwork:molten_netherite_bucket→create:compacting → endgame aeronautics hull (M-23, times=1 ACCEPT)	M-23		motif M-23 | reason: duplicate-of kept M-23 aeronautics KEEP; fold into implementation	CUT	
createmetalwork	CUT	createmetalwork molten metal fluids→TFMG:casting (times=2 REJECT)			motif blank | reason: same as tfmg:casting CUT above; all-REJECT	CUT	
createmetalwork	MERGE	createmetalwork molten magic-metal outputs→create:mixing M-03 (times=4+3+3+1 lower)	M-03		into: kept M-03 KEEP | reason: all express the same "magic-mod ores double through the Create foundry" link; kept row is highest-times with opus corroboration	MERGE	
createmetalwork	MERGE	crushed magic-mod ores→create:crushing M-03 (times=1+1+1 lower)	M-03		into: kept M-03 KEEP | reason: same magic-ore-doubling link	MERGE	
createmetalwork	MERGE	createmetalwork processed metals→numismatics mint variants (times=4+2+1+1 lower rows)	M-08		into: kept M-08 KEEP | reason: all express the same coin-minting link; kept row is highest-times	MERGE	
createmetalwork	MERGE	c:crushed_raw_materials/* → coin (opus, times=5 ACCEPT)	M-08		into: kept M-08 KEEP | reason: same link; the scarce-metals tagging is the implementation detail of the M-08 KEEP	MERGE	
createmetalwork	MERGE	molten_steel airframe variants (times=5+7+1 lower rows)	M-23		into: kept M-23 KEEP | reason: all express the same molten-steel→hull link	MERGE	
createmetalwork	MERGE	molten_netherite/steel→aeronautics hull endgame (times=1+1)	M-23		into: kept M-23 KEEP | reason: same aeronautics structural-alloy link	MERGE	
