mod	decision	link	motif	milestone	detail
createfood	MERGE	createfood:apple_milkshake / fruit drinks → seasonal gate	M-16		into: M-16 KEEP | reason: seasonal ingredient gate on the milkshake line is the same delivery as the apple-pie seasonal KEEP; fold
createfood	MERGE	createfood → M-28 colony supply (opus-corroborated 1× + 9× main)	M-28		into: M-28 KEEP | reason: all M-28 rows are the same link; prefer the 9× phrasing
createfood	MERGE	createfood dishes as M-26 (survival variant, 5×)	M-26		into: M-26 KEEP | reason: same motif, same mechanic; higher-times_suggested economy framing (6×) is preferred; fold survival-framed rows into the one KEEP
createfood	MERGE	createfood dish processing chain as M-12 inbound (is itself a giant M-12 consumer)	M-12		into: M-16 KEEP | reason: the M-12 "createfood is a Create-output consumer" is an inbound edge (Create feeds createfood), not a new createfood anchor; captured by the seasonal-input KEEP which gates the Create chain
createfurnitureseats	LEAVE				zero items/blocks registered beyond Create-furniture compatibility; both candidate rows are all-REJECT confirming no weave surface; mod already at 2 anchors via companion/aeronautics integration per dossier
createimmersivetacz	KEEP	createimmersivetacz:nitropowder_bucket → create (M-12 via tfmg:vat_machine_recipe)	M-12	v0.7.0	motif M-12 | delivery: recipe (nitropowder fluid processed through TFMG's vat machine as a Create-side chemical step; adds industrial depth to the ammo supply chain) | milestone: v0.7.0 | why "of course": nitropowder is a Create-side fluid; TFMG's vat machine is the natural industrial chemistry vessel; 7× ACCEPT (4:3 split but the hook is coherent)
createimmersivetacz	KEEP	createimmersivetacz:twelve_gauge_shell / rounds → economy (M-26 consumption sink)	M-26	v0.9.0	motif M-26 | delivery: config (ammo is consumed on use in combat; demand never zeroes; the Create-ammo factory faces recurring production demand) | milestone: v0.9.0 | why "of course": rounds are fired and gone — a consumption-sink that keeps the arms factory's output loop turning; 6× unanimous ACCEPT
createimmersivetacz	KEEP	createimmersivetacz ammo → economy (M-34 combat-route supply)	M-34	v0.9.0	motif M-34 | delivery: emergent trade (ammo is a consumable military good; combat specialist runs the factory; non-combat players buy shells) | milestone: v0.9.0 | why "of course": the arms-dealer specialist mass-produces ammo; non-factory players buy it for defense; 5× ACCEPT (folding in 3× M-34 near-dup)
createimmersivetacz	KEEP	createimmersivetacz ammo → aeronautics (M-31 logistics-required bulk good)	M-31	v0.9.0	motif M-31 | delivery: config/emergent (bulk ammo crates are heavy; supplying a distant PvPvE campaign from a dedicated arms factory requires cargo ships) | milestone: v0.9.0 | why "of course": crates of shells are too heavy to carry in inventory at scale; the arms dealer ships bulk ammo via airship; 2× ACCEPT
createimmersivetacz	CUT	createimmersivetacz gun_barrel / firing_mechanism → create M-06 sequenced_assembly (10×)	M-06		motif M-06 | reason: the mod already uses sequenced_assembly natively for the ammo pipeline; adding more SA chains is deepening Create, not a new anchor; REJECT consensus (7 REJECT vs 3 ACCEPT)
createimmersivetacz	CUT	createimmersivetacz nitropowder → magic M-10 (3× unanimous REJECT)	M-10		motif M-10 | reason: industrial explosive vs arcane infusion tone clash; no coherent lore bridge
createimmersivetacz	CUT	createimmersivetacz guns → economy M-34 (3× — same link as KEEP above)	M-34		motif M-34 | reason: duplicate of KEEP M-34 above; REJECT the framing as "guns" rather than ammo (the M-34 KEEP is on ammo as the consumable, not guns as capital goods)
createimmersivetacz	MERGE	createimmersivetacz ammo (rounds) → economy M-26 (2×)	M-26		into: KEEP M-26 above | reason: same consumption-sink link; lower times_suggested; folded
createimmersivetacz	MERGE	createimmersivetacz bulk ammo → economy M-26 (2×)	M-26		into: KEEP M-26 above | reason: same; folded
createimmersivetacz	MERGE	createimmersivetacz ammo → aeronautics M-31 (1×)	M-31		into: KEEP M-31 above | reason: same logistics-bulk-haul link; folded
createimmersivetacz	MERGE	createimmersivetacz bulk ammo supply → aeronautics M-31 (1×)	M-31		into: KEEP M-31 above | reason: same; folded
createimmersivetacz	CUT	createimmersivetacz gun_barrel → aeronautics M-24 (2×)	M-24		motif M-24 | reason: gun barrels are not propulsion/control components; tone clash; REJECT
createimmersivetacz	CUT	createimmersivetacz nitropowder → aeronautics M-13 (2×)	M-13		motif M-13 | reason: nitropowder is an explosive propellant, not a combustion fuel; tone clash; REJECT
createimmersivetacz	CUT	createimmersivetacz ammo → MineColonies M-28 guard resupply (2×)	M-28	v0.9.0	motif M-28 | reason: plausible but 2× only; the colony Barracks ammo-supply is better expressed as a v0.9.0 economy design note rather than a Phase-3 recipe; the M-34 KEEP covers the supply side; CUT for now
createimmersivetacz	CUT	createimmersivetacz gun_barrel colony M-28 (2×)	M-28		motif M-28 | reason: same; lower priority than the economy KDs; CUT
createimmersivetacz	CUT	createimmersivetacz nitropowder → createbigcannons M-29 (2×)	M-29		motif M-29 | reason: CBC cartridge-filling is thematically sound but this is a cross-mod recipe on two non-magic mods — the cross-route dependency motif (M-29) is most powerful for magic↔Create or colony↔player splits; this is two Create-spine mods sharing a fluid; 2× only; CUT (flag for Phase-3 note)
createimmersivetacz	CUT	createimmersivetacz primer → create M-04 crushing recycle (1×)	M-04		motif M-04 | reason: primers are mid-chain intermediates, not decoration; M-04 is deco-recycle; wrong motif; REJECT
createimmersivetacz	CUT	createimmersivetacz grenade casing → CBC ammo pipeline M-06 (1×)	M-06		motif M-06 | reason: bridges TACZ ammo types with CBC cartridges — thematically fine but would require CBC cross-mod recipe ownership; curation question not a weave; CUT
createimmersivetacz	CUT	createimmersivetacz nitropowder → tfmg distillation M-13 (1×)	M-13		motif M-13 | reason: nitropowder is already a Create-internal fluid (IS the output, not a raw input); routing it through TFMG distillation would be going backward; REJECT
createimmersivetacz	CUT	createimmersivetacz gunpowder → tfmg coking M-12 (1× Opus REJECT)	M-12		motif M-12 | reason: already lives fully on the Create spine; TFMG crossover deepens Create but doesn't add a 2nd pillar; Opus REJECT
createimmersivetacz	CUT	createimmersivetacz gun parts → magic M-02 (1× Opus REJECT)	M-02		motif M-02 | reason: industrial-military firearms have no coherent arcane reading; Opus REJECT
createimmersivetacz	CUT	createimmersivetacz nitropowder → tfmg coking M-12 (1×)	M-12		motif M-12 | reason: same as above; deepens Create but no new anchor; REJECT
createimmersivetacz	CUT	createimmersivetacz gun parts → magic (no motif, 1×)			no motif | reason: no coherent magic hook; REJECT
createimmersivetacz	CUT	createimmersivetacz primer → occultism M-10 (1×)	M-10		motif M-10 | reason: imbuing a gunpowder primer has no thematic grounding; REJECT
createimmersivetacz	CUT	createimmersivetacz nitropowder → createaddition liquid_burning M-13 (1×)	M-13		motif M-13 | reason: M-13 reserved for aeronautics propulsion fuel; nitropowder-as-engine-fuel is off-theme; REJECT
createimmersivetacz	CUT	createimmersivetacz primer → create M-06 sequenced_assembly double-counting (1×)	M-06		motif M-06 | reason: primer IS already a sequenced_assembly product; double-counting; REJECT
createimmersivetacz	CUT	createimmersivetacz ammo pipeline → create M-06 (1×)	M-06		motif M-06 | reason: already uses sequenced_assembly natively; not a new link; REJECT
createimmersivetacz	CUT	createimmersivetacz ammo → economy M-08 (1×)	M-08		motif M-08 | reason: M-08 is player-minted currency, not commodity trade; wrong motif; REJECT
createimmersivetacz	CUT	createimmersivetacz gun_barrel → economy M-29 spirit-treated bore (1×)	M-29		motif M-29 | reason: "the gunsmith needs a spirit-treated bore" — tone clash; REJECT
createimmersivetacz	CUT	createimmersivetacz ammo → create M-32 byproduct (1×)	M-32		motif M-32 | reason: the byproduct→input here is a design narrative ("coke-oven gases feed nitropowder mixer") — valid but 1× only; the TFMG vat KEEP covers the chemical-processing angle; CUT
createimmersivetacz	CUT	createimmersivetacz gun_barrel → M-34 supply (1×)	M-34		motif M-34 | reason: finished guns are capital goods, not consumables; M-34 on ammo (KEEP) is the correct consumable form; CUT
createimmersivetacz	CUT	createimmersivetacz ammo → M-30 regional scarcity (1×)	M-30		motif M-30 | reason: brass is region-locked — this is a true M-30 link; however it is a design-level observation (brass scarcity already handled by GTMOGS/ore weave on the brass/zinc side), not a TACZ-specific weave; CUT, note for brass ore slate
createimmersivetacz	CUT	createimmersivetacz gun_barrel → magic M-10 infused barrel (1×)	M-10		motif M-10 | reason: arcane infused gun barrel tone clash; REJECT
createimmersivetacz	CUT	createimmersivetacz ammo → magic M-10 (1×)	M-10		motif M-10 | reason: industrial explosive/magic genre-discordant; REJECT
createimmersivetacz	CUT	createimmersivetacz primer → create M-29 mechanical_crafting andesite (1×)	M-29		motif M-29 | reason: andesite alloy is the existing Create anchor already; not a new cross-route; REJECT
createimmersivetacz	CUT	createimmersivetacz gun_barrel → magic M-29 nitropowder ritual (1×)	M-29		motif M-29 | reason: theme clash; REJECT
createimmersivetacz	CUT	createimmersivetacz firing_mechanism → survival M-15 Cataclysm gate (1×)	M-15		motif M-15 | reason: interesting boss-key link but single ACCEPT, no Opus; the M-15 hook is plausible if Cataclysm boss is confirmed in pack; flag for Phase-3 authoring note; CUT for now (insufficient corroboration)
createimmersivetacz	CUT	createimmersivetacz factory → colony M-37 research (1×)	M-37	v0.9.0	motif M-37 | reason: single ACCEPT; appealing but thin; the colony ammo-supply angle is better as a v0.9.0 design note; CUT
createimmersivetacz	CUT	createimmersivetacz nitropowder → magic ritual M-29 (1×)	M-29		motif M-29 | reason: theme clash confirmed; REJECT
createimmersivetacz	CUT	createimmersivetacz gun_barrel / firing_mechanism → aeronautics M-24 (1×)	M-24		motif M-24 | reason: gun parts on airship — no existing motif covers weapon mounts; would need Gate-0; REJECT
createimmersivetacz	CUT	createimmersivetacz ammo M-26 → survival (1×)	M-26		motif M-26 | reason: duplicate of M-26 KEEP (same consumption-sink, different to_pillar label); folded into KEEP
createimmersivetacz	CUT	createimmersivetacz ammo → aeronautics M-31 (1×)	M-31		motif M-31 | reason: folded into KEEP M-31; duplicate
createlowheated	KEEP	createlowheated:basic_burner solid-fuel consumption → consumption sink (fuel demand)	M-26	v0.7.0	motif M-26 | delivery: config (the mod's native behavior — every heated Create basin now burns solid fuel; verify the basic_burner is required rather than optional; coal/charcoal specialists become a logistics bottleneck) | milestone: v0.7.0 | why "of course": Create heat now costs real fuel every tick — a coal mine or charcoal kiln becomes a load-bearing supplier for every automated Create operation; the loop's closing arrow. Represents the 6-suggestion ACCEPT (M-26 solid-fuel cluster).
createlowheated	KEEP	createlowheated lowheated heat-tier → woven Create basin recipes require managed heat	M-05	v0.7.0	motif M-05 | delivery: recipe (KubeJS — route weave-relevant Create basin recipes, e.g. magic-reagent refining steps, to require the lowheated tier rather than passive heat, making the burner a gate on the magic-production chain) | milestone: v0.7.0 | why "of course": the lowheated tier as a condition on woven processing recipes gives the burner structural importance — opus-corroborated 1-suggestion ACCEPT captures the intent; the 2-suggestion M-05 ACCEPT (iron casing + shaft recipe for the burner itself) is a valid companion delivery.
